k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
14,1,223.49,-474915.03,0.8457,0.401,0.4016,0.5392
14,2,221.52,-474091.3328,0.85,0.3968,0.3968,0.5467
14,3,219.82,-474693.6652,0.8513,0.3988,0.3984,0.5448
14,4,214.95,-473625.0958,0.8532,0.398,0.3953,0.5495
14,5,216.94,-474058.1367,0.8503,0.3966,0.3961,0.5465
14,6,221.72,-475593.4072,0.8446,0.4012,0.4013,0.5437
14,7,218.14,-474099.9647,0.8508,0.397,0.3984,0.5447
14,8,224.44,-475325.3851,0.8444,0.4024,0.4011,0.5419
14,9,222.21,-475358.079,0.8519,0.4024,0.4027,0.5452
14,10,226.12,-475464.2638,0.8449,0.4001,0.4011,0.5432
14,11,213.06,-473834.7454,0.8499,0.3979,0.3957,0.5457
14,12,220.93,-474991.232,0.8471,0.3988,0.3987,0.5441
14,13,222.99,-474970.0854,0.8482,0.3994,0.4005,0.5411
14,14,222.72,-476638.3617,0.8455,0.404,0.4036,0.5415
14,15,221.16,-474345.8452,0.8504,0.3995,0.3999,0.5465
14,16,222.45,-474709.4979,0.8504,0.3988,0.3984,0.5457
14,17,217.85,-473969.0898,0.8542,0.3988,0.399,0.5495
14,18,220.44,-474195.7033,0.8485,0.398,0.3973,0.5452
14,19,218.04,-473800.5932,0.8518,0.396,0.3951,0.5454
14,20,229.21,-474640.2516,0.8476,0.3967,0.3972,0.5477
14,21,217.03,-474828.4238,0.8474,0.3996,0.3998,0.5439
14,22,232.4,-475822.1599,0.8455,0.4026,0.4018,0.5436
14,23,220.2,-473870.9322,0.8512,0.3975,0.3975,0.5448
14,24,223.86,-473573.1887,0.8518,0.3966,0.397,0.5468
15,1,284.82,-1120548.4874,0.8246,0.4253,0.4253,0.5211
15,2,296.89,-1121929.0047,0.8138,0.4209,0.4205,0.5115
15,3,305.05,-1121009.563,0.8212,0.4241,0.4246,0.5185
15,4,288.8,-1120603.481,0.8213,0.4248,0.4251,0.5179
15,5,300.24,-1121733.182,0.8132,0.4153,0.4157,0.5117
15,6,289.94,-1120937.7191,0.8225,0.4254,0.4246,0.5208
15,7,289.49,-1119232.0482,0.823,0.4222,0.4228,0.5196
15,8,314.69,-1120515.3708,0.8247,0.4267,0.4267,0.5199
15,9,285.31,-1121429.2334,0.8215,0.427,0.426,0.5187
